invoice_line_id,invoice_id,invoice_date,invoice_status,quantity,unit_price,discount,gross_amount,discount_amount,net_amount_local,revenue_usd,cost_total,profit_local,profit_usd,currency,rate_to_usd,customer_id,customer_name,customer_type,customer_country,customer_signup_date,product_id,product_name,product_category,cost_price,region,region_country,invoice_year,invoice_month,invoice_quarter,invoice_day_of_week,invoice_month_name,invoice_day_name
L0001940,INV000550,2023-04-26,Paid,0,420,0.05,0,0,0,0,0,0,0,EUR,1.0617,C0124,Customer_124,Test,UNKNOWN,2021-05-20,P019,Product_19,Accessories,307,NORTH,null,2023,4,2,4,April,Wednesday
L0001988,INV000563,2024-05-23,Paid,1,887,0.05,887,44.35,842.65,9.61,476,366.65,4.18,INR,0.0114,C0178,Customer_178,Corporate,USA,2023-08-01,P044,Product_44,Electronics,476,EAST,null,2024,5,2,5,May,Thursday
L0001990,INV000563,2024-05-23,Paid,0,181,0.05,0,0,0,0,0,0,0,INR,0.0114,C0178,Customer_178,Corporate,USA,2023-08-01,P055,Product_55,Electronics,154,EAST,null,2024,5,2,5,May,Thursday
L0001994,INV000564,2024-01-16,Paid,5,435,0.05,2175,108.75,2066.25,26.24,2315,-248.75,-3.16,INR,0.0127,C0065,Customer_65,Corporate,INDIA,2020-05-22,P046,Product_46,Electronics,463,EAST,null,2024,1,1,3,January,Tuesday
L0002014,INV000570,2024-06-05,Paid,7,607,0,4249,0,4249,4249,378,3871,3871,USD,1,C0002,Customer_2,Retail,UNKNOWN,2020-08-16,P037,Product_37,Electronics,54,NORTH,null,2024,6,2,4,June,Wednesday
L0002059,INV000584,2024-05-18,Paid,3,376,0.1,1128,112.8,1015.2,1015.2,1014,1.2,1.2,USD,1,C0031,Customer_31,Corporate,INDIA,2023-04-21,P038,Product_38,Electronics,338,EAST,null,2024,5,2,7,May,Saturday
L0002075,INV000589,2023-11-19,Cancelled,0,436,0.05,0,0,0,0,0,0,0,INR,0.0127,C0202,Customer_202,Corporate,UNKNOWN,2022-09-22,P001,Product_1,Unknown,326,EAST,null,2023,11,4,1,November,Sunday
L0002092,INV000594,2023-11-12,Paid,7,542,0,3794,0,3794,3985.6,1806,1988,2088.39,EUR,1.0505,C0238,Customer_238,Corporate,INDIA,2023-04-20,P004,Product_4,Electronics,258,NORTH,null,2023,11,4,1,November,Sunday
L0002173,INV000621,2024-09-08,Paid,2,879,0.1,1758,175.8,1582.2,1582.2,998,584.2,584.2,USD,1,C0113,Customer_113,Retail,USA,2024-01-10,P050,Product_50,Electronics,499,WEST,null,2024,9,3,1,September,Sunday
L0002183,INV000626,2023-11-06,Open,9,574,0.1,5166,516.6,4649.4,4649.4,3501,1148.4,1148.4,USD,1,C0166,Customer_166,Retail,INDIA,2020-11-19,P049,Product_49,Accessories,389,SOUTH,null,2023,11,4,2,November,Monday
L0002192,INV000628,2024-12-25,Paid,8,169,0.1,1352,135.2,1216.8,14.84,1608,-391.2,-4.77,INR,0.0122,C0288,Customer_288,Corporate,INDIA,2023-01-03,P014,Product_14,Accessories,201,EAST,null,2024,12,4,4,December,Wednesday
L0002204,INV000631,2024-12-19,Paid,3,588,0.05,1764,88.2,1675.8,1850.42,1017,658.8,727.45,EUR,1.1042,C0294,Customer_294,Retail,UNKNOWN,2022-08-05,P030,Product_30,Accessories,339,NORTH,null,2024,12,4,5,December,Thursday
L0002234,INV000639,2024-07-13,Paid,10,135,0.05,1350,67.5,1282.5,1282.5,3540,-2257.5,-2257.5,USD,1,C0193,Customer_193,Retail,UNKNOWN,2022-01-13,P023,Product_23,Accessories,354,WEST,null,2024,7,3,7,July,Saturday
L0002254,INV000645,2023-02-24,Paid,10,535,0.05,5350,267.5,5082.5,5492.66,970,4112.5,4444.38,EUR,1.0807,C0052,Customer_52,Retail,INDIA,2022-07-29,P002,Product_2,Electronics,97,SOUTH,null,2023,2,1,6,February,Friday
L0002281,INV000655,2023-02-15,Cancelled,6,947,0.1,5682,568.2,5113.8,5515.74,0,5113.8,5515.74,EUR,1.0786,C0135,Customer_135,Test,UNKNOWN,2022-11-09,P028,Product_28,Electronics,0,WEST,null,2023,2,1,4,February,Wednesday
L0002284,INV000655,2023-02-15,Cancelled,4,351,0.05,1404,70.2,1333.8,1438.64,1804,-470.2,-507.16,EUR,1.0786,C0135,Customer_135,Test,UNKNOWN,2022-11-09,P009,Product_9,Electronics,451,WEST,null,2023,2,1,4,February,Wednesday
L0002291,INV000658,2024-08-26,Open,8,945,0.05,7560,378,7182,87.62,3808,3374,41.16,INR,0.0122,C0117,Customer_117,Retail,INDIA,2022-10-19,P044,Product_44,Electronics,476,NORTH,null,2024,8,3,2,August,Monday
L0002317,INV000666,2023-10-10,Open,5,810,0,4050,0,4050,4474.04,1290,2760,3048.97,EUR,1.1047,C0267,Customer_267,Test,INDIA,2020-07-17,P004,Product_4,Electronics,258,NORTH,null,2023,10,4,3,October,Tuesday
L0002360,INV000681,2023-02-03,Paid,9,102,0,918,0,918,918,486,432,432,USD,1,C0234,Customer_234,Corporate,UNKNOWN,2020-02-13,P047,Product_47,Electronics,54,EAST,null,2023,2,1,6,February,Friday
L0002399,INV000690,2023-08-18,Cancelled,3,403,0.05,1209,60.45,1148.55,14.13,774,374.55,4.61,INR,0.0123,C0130,Customer_130,Corporate,INDIA,2023-04-10,P004,Product_4,Electronics,258,EAST,null,2023,8,3,6,August,Friday
L0002413,INV000694,2023-11-02,Cancelled,3,929,0.1,2787,278.7,2508.3,2724.26,462,2046.3,2222.49,EUR,1.0861,C0056,Customer_56,Test,USA,2020-06-10,P055,Product_55,Electronics,154,NORTH,null,2023,11,4,5,November,Thursday
L0002430,INV000699,2024-02-19,Paid,9,667,0,6003,0,6003,72.04,1755,4248,50.98,INR,0.012,C0199,Customer_199,Corporate,USA,2020-06-10,P043,Product_43,Accessories,195,NORTH,null,2024,2,1,2,February,Monday
L0002486,INV000715,2023-02-08,Paid,8,920,0.05,7360,368,6992,6992,1232,5760,5760,USD,1,C0274,Customer_274,Corporate,USA,2024-02-02,P055,Product_55,Electronics,154,EAST,null,2023,2,1,4,February,Wednesday
L0002510,INV000724,2024-01-11,Paid,6,618,0.05,3708,185.4,3522.6,3938.97,0,3522.6,3938.97,EUR,1.1182,C0020,Customer_20,Corporate,INDIA,2023-05-17,P024,Product_24,Accessories,0,EAST,null,2024,1,1,5,January,Thursday
L0002519,INV000726,2023-02-19,Open,7,893,0.05,6251,312.55,5938.45,6748.45,3157,2781.45,3160.84,EUR,1.1364,C0060,Customer_60,Test,INDIA,2023-06-20,P009,Product_9,Electronics,451,WEST,null,2023,2,1,1,February,Sunday
L0002524,INV000728,2023-07-30,Paid,3,240,0.1,720,72,648,737.42,1248,-600,-682.8,EUR,1.138,C0005,Customer_5,Retail,INDIA,2021-05-16,P032,Product_32,Electronics,416,WEST,null,2023,7,3,1,July,Sunday
L0002529,INV000729,2024-11-09,Open,9,150,0.05,1350,67.5,1282.5,1473.72,1836,-553.5,-636.03,EUR,1.1491,C0267,Customer_267,Test,INDIA,2020-07-17,P045,Product_45,Electronics,204,SOUTH,null,2024,11,4,7,November,Saturday
L0002531,INV000730,2023-04-18,Cancelled,10,713,0.1,7130,713,6417,75.08,3410,3007,35.18,INR,0.0117,C0262,Customer_262,Corporate,USA,2021-05-12,P026,Product_26,Accessories,341,NORTH,null,2023,4,2,3,April,Tuesday
L0002547,INV000736,2023-04-03,Cancelled,0,563,0.05,0,0,0,0,0,0,0,USD,1,C0262,Customer_262,Corporate,USA,2021-05-12,P003,Product_3,Unknown,484,NORTH,null,2023,4,2,2,April,Monday
L0002599,INV000750,2024-12-22,Cancelled,2,884,0.05,1768,88.4,1679.6,20.49,102,1577.6,19.25,INR,0.0122,C0269,Customer_269,Corporate,UNKNOWN,2022-06-01,P007,Product_7,Electronics,51,SOUTH,null,2024,12,4,1,December,Sunday
L0002637,INV000760,2024-02-18,Paid,3,796,0,2388,0,2388,2388,477,1911,1911,USD,1,C0212,Customer_212,Retail,INDIA,2022-12-16,P005,Product_5,Electronics,159,NORTH,null,2024,2,1,1,February,Sunday
L0002652,INV000765,2023-12-16,Cancelled,8,873,0.1,6984,698.4,6285.6,77.31,3792,2493.6,30.67,INR,0.0123,C0182,Customer_182,Test,USA,2020-11-09,P060,Product_60,Accessories,474,EAST,null,2023,12,4,7,December,Saturday
L0002664,INV000771,2024-11-05,Open,6,879,0,5274,0,5274,64.87,1596,3678,45.24,INR,0.0123,C0193,Customer_193,Retail,UNKNOWN,2022-01-13,P010,Product_10,Electronics,266,SOUTH,null,2024,11,4,3,November,Tuesday
L0002670,INV000773,2024-08-22,Paid,3,127,0,381,0,381,4.76,930,-549,-6.86,INR,0.0125,C0248,Customer_248,Test,UNKNOWN,2021-11-07,P021,Product_21,Accessories,310,SOUTH,null,2024,8,3,5,August,Thursday
L0002830,INV000821,2023-02-12,Paid,9,476,0,4284,0,4284,48.84,720,3564,40.63,INR,0.0114,C0003,Customer_3,Test,INDIA,2020-02-21,P006,Product_6,Electronics,80,WEST,null,2023,2,1,1,February,Sunday
L0002870,INV000832,2023-09-10,Cancelled,4,249,0,996,0,996,12.85,0,996,12.85,INR,0.0129,C0114,Customer_114,Test,INDIA,2021-10-06,P059,Product_59,Accessories,0,WEST,null,2023,9,3,1,September,Sunday
L0002874,INV000833,2024-01-04,Open,4,636,0,2544,0,2544,29,1228,1316,15,INR,0.0114,C0069,Customer_69,Corporate,INDIA,2021-08-15,P019,Product_19,Accessories,307,EAST,null,2024,1,1,5,January,Thursday
L0002877,INV000834,2024-04-18,Open,6,295,0.1,1770,177,1593,1699.73,1110,483,515.36,EUR,1.067,C0229,Customer_229,Test,INDIA,2020-09-04,P033,Product_33,Electronics,185,EAST,null,2024,4,2,5,April,Thursday
L0002912,INV000844,2024-01-03,Paid,6,255,0.1,1530,153,1377,1377,2706,-1329,-1329,USD,1,C0021,Customer_21,Retail,UNKNOWN,2020-02-24,P009,Product_9,Electronics,451,WEST,null,2024,1,1,4,January,Wednesday
L0002919,INV000846,2024-11-15,Open,1,131,0.1,131,13.1,117.9,1.5,434,-316.1,-4.01,INR,0.0127,C0106,Customer_106,Test,USA,2020-03-06,P036,Product_36,Accessories,434,EAST,null,2024,11,4,6,November,Friday
L0002935,INV000851,2024-01-21,Cancelled,2,0,0,0,0,0,0,786,-786,-9.59,INR,0.0122,C0115,Customer_115,Retail,USA,2021-03-11,P034,Product_34,Electronics,393,WEST,null,2024,1,1,1,January,Sunday
L0002948,INV000856,2023-12-05,Open,5,242,0,1210,0,1210,1296.88,1665,-455,-487.67,EUR,1.0718,C0059,Customer_59,Test,USA,2023-07-11,P048,Product_48,Electronics,333,WEST,null,2023,12,4,3,December,Tuesday
L0002959,INV000859,2024-10-06,Paid,10,697,0,6970,0,6970,6970,4510,2460,2460,USD,1,C0263,Customer_263,Test,USA,2022-08-26,P009,Product_9,Electronics,451,SOUTH,null,2024,10,4,1,October,Sunday
L0002966,INV000861,2024-11-08,Open,2,647,0,1294,0,1294,1294,314,980,980,USD,1,C0146,Customer_146,Test,INDIA,2020-05-10,P054,Product_54,Electronics,157,SOUTH,null,2024,11,4,6,November,Friday
L0002995,INV000870,2024-06-18,Open,3,876,0,2628,0,2628,2937.05,612,2016,2253.08,EUR,1.1176,C0216,Customer_216,Corporate,USA,2023-01-09,P045,Product_45,Electronics,204,NORTH,null,2024,6,2,3,June,Tuesday
L0003008,INV000874,2023-07-13,Paid,9,297,0.1,2673,267.3,2405.7,27.67,2763,-357.3,-4.11,INR,0.0115,C0003,Customer_3,Test,INDIA,2020-02-21,P019,Product_19,Accessories,307,NORTH,null,2023,7,3,5,July,Thursday
L0003016,INV000876,2024-02-23,Open,3,879,0.05,2637,131.85,2505.15,2505.15,1167,1338.15,1338.15,USD,1,C0186,Customer_186,Retail,USA,2022-12-22,P049,Product_49,Accessories,389,SOUTH,null,2024,2,1,6,February,Friday
L0003121,INV000906,2023-03-19,Cancelled,10,581,0,5810,0,5810,5810,1830,3980,3980,USD,1,C0284,Customer_284,Corporate,INDIA,2020-08-11,P031,Product_31,Electronics,183,WEST,null,2023,3,1,1,March,Sunday
L0003175,INV000921,2024-03-10,Cancelled,0,326,0,0,0,0,0,0,0,0,EUR,1.0937,C0108,Customer_108,Test,USA,2022-04-01,P050,Product_50,Electronics,499,EAST,null,2024,3,1,1,March,Sunday
L0003221,INV000936,2024-10-08,Paid,4,901,0.1,3604,360.4,3243.6,3526.12,320,2923.6,3178.25,EUR,1.0871,C0293,Customer_293,Test,UNKNOWN,2021-07-24,P006,Product_6,Electronics,80,NORTH,null,2024,10,4,3,October,Tuesday
L0003261,INV000948,2023-11-30,Open,1,277,0.1,277,27.7,249.3,279.94,326,-76.7,-86.13,EUR,1.1229,C0244,Customer_244,Corporate,USA,2020-04-30,P001,Product_1,Unknown,326,EAST,null,2023,11,4,5,November,Thursday
L0003263,INV000948,2023-11-30,Open,8,923,0.1,7384,738.4,6645.6,7462.34,3872,2773.6,3114.48,EUR,1.1229,C0244,Customer_244,Corporate,USA,2020-04-30,P003,Product_3,Unknown,484,EAST,null,2023,11,4,5,November,Thursday
L0003287,INV000957,2024-02-26,Paid,5,688,0.1,3440,344,3096,3539.66,1330,1766,2019.07,EUR,1.1433,C0288,Customer_288,Corporate,INDIA,2023-01-03,P010,Product_10,Electronics,266,WEST,null,2024,2,1,2,February,Monday
L0003297,INV000960,2023-10-19,Paid,4,459,0,1836,0,1836,2104.06,628,1208,1384.37,EUR,1.146,C0273,Customer_273,Retail,UNKNOWN,2022-08-14,P054,Product_54,Electronics,157,WEST,null,2023,10,4,5,October,Thursday
L0003345,INV000971,2023-09-14,Paid,9,457,0,4113,0,4113,4113,3537,576,576,USD,1,C0196,Customer_196,Corporate,UNKNOWN,2020-04-28,P034,Product_34,Electronics,393,NORTH,null,2023,9,3,5,September,Thursday
L0003390,INV000983,2023-05-09,Cancelled,10,185,0.05,1850,92.5,1757.5,1757.5,870,887.5,887.5,USD,1,C0250,Customer_250,Test,USA,2022-11-18,P039,Product_39,Electronics,87,EAST,null,2023,5,2,3,May,Tuesday
L0003392,INV000984,2024-03-25,Cancelled,0,760,0.1,0,0,0,0,0,0,0,USD,1,C0099,Customer_99,Retail,UNKNOWN,2023-11-10,P053,Product_53,Electronics,189,WEST,null,2024,3,1,2,March,Monday
L0003404,INV000987,2024-08-03,Cancelled,4,890,0,3560,0,3560,39.87,1200,2360,26.43,INR,0.0112,C0096,Customer_96,Retail,USA,2022-02-16,P057,Product_57,Electronics,300,EAST,null,2024,8,3,7,August,Saturday
L0003418,INV000990,2024-07-08,Open,8,441,0.1,3528,352.8,3175.2,3529.55,3888,-712.8,-792.35,EUR,1.1116,C0188,Customer_188,Test,INDIA,2023-05-11,P056,Product_56,Electronics,486,NORTH,null,2024,7,3,2,July,Monday
L0003461,INV001001,2024-01-05,Cancelled,1,283,0,283,0,283,3.65,266,17,0.22,INR,0.0129,C0286,Customer_286,Test,UNKNOWN,2021-01-27,P010,Product_10,Electronics,266,WEST,null,2024,1,1,6,January,Friday
L0003478,INV001005,2023-07-17,Paid,1,951,0.05,951,47.55,903.45,10.57,389,514.45,6.02,INR,0.0117,C0270,Customer_270,Retail,INDIA,2021-12-26,P049,Product_49,Accessories,389,SOUTH,null,2023,7,3,2,July,Monday
L0003483,INV001006,2024-07-25,Cancelled,5,287,0.05,1435,71.75,1363.25,1561.06,1690,-326.75,-374.16,EUR,1.1451,C0286,Customer_286,Test,UNKNOWN,2021-01-27,P038,Product_38,Electronics,338,NORTH,null,2024,7,3,5,July,Thursday
L0003510,INV001016,2023-11-19,Paid,8,615,0.1,4920,492,4428,56.24,2480,1948,24.74,INR,0.0127,C0012,Customer_12,Test,INDIA,2023-04-24,P021,Product_21,Accessories,310,EAST,null,2023,11,4,1,November,Sunday
L0003580,INV001037,2024-03-27,Cancelled,6,180,0,1080,0,1080,1080,1134,-54,-54,USD,1,C0023,Customer_23,Corporate,USA,2021-02-11,P053,Product_53,Electronics,189,SOUTH,null,2024,3,1,4,March,Wednesday
L0003590,INV001040,2024-12-11,Open,1,331,0,331,0,331,380.02,0,331,380.02,EUR,1.1481,C0057,Customer_57,Test,INDIA,2023-02-04,P059,Product_59,Accessories,0,WEST,null,2024,12,4,4,December,Wednesday
L0003662,INV001069,2023-07-08,Paid,8,493,0.05,3944,197.2,3746.8,4181.43,1256,2490.8,2779.73,EUR,1.116,C0199,Customer_199,Corporate,USA,2020-06-10,P054,Product_54,Electronics,157,WEST,null,2023,7,3,7,July,Saturday
L0003664,INV001069,2023-07-08,Paid,7,722,0.1,5054,505.4,4548.6,5076.24,0,4548.6,5076.24,EUR,1.116,C0199,Customer_199,Corporate,USA,2020-06-10,P059,Product_59,Accessories,0,WEST,null,2023,7,3,7,July,Saturday
L0003670,INV001070,2023-06-17,Open,10,366,0.1,3660,366,3294,3294,1540,1754,1754,USD,1,C0099,Customer_99,Retail,UNKNOWN,2023-11-10,P055,Product_55,Electronics,154,NORTH,null,2023,6,2,7,June,Saturday
L0003709,INV001081,2023-04-03,Paid,4,311,0.1,1244,124.4,1119.6,1119.6,0,1119.6,1119.6,USD,1,C0257,Customer_257,Corporate,UNKNOWN,2020-09-27,P059,Product_59,Accessories,0,SOUTH,null,2023,4,2,2,April,Monday
L0003723,INV001086,2023-03-29,Paid,3,574,0.05,1722,86.1,1635.9,20.61,1023,612.9,7.72,INR,0.0126,C0269,Customer_269,Corporate,UNKNOWN,2022-06-01,P026,Product_26,Accessories,341,WEST,null,2023,3,1,4,March,Wednesday
L0003738,INV001090,2023-11-12,Cancelled,1,626,0,626,0,626,7.2,451,175,2.01,INR,0.0115,C0159,Customer_159,Retail,USA,2023-01-04,P009,Product_9,Electronics,451,WEST,null,2023,11,4,1,November,Sunday
L0003746,INV001092,2023-01-04,Open,2,659,0.05,1318,65.9,1252.1,1252.1,108,1144.1,1144.1,USD,1,C0130,Customer_130,Corporate,INDIA,2023-04-10,P037,Product_37,Electronics,54,WEST,null,2023,1,1,4,January,Wednesday
L0003816,INV001109,2023-07-04,Paid,2,247,0,494,0,494,5.53,600,-106,-1.19,INR,0.0112,C0120,Customer_120,Corporate,INDIA,2022-07-28,P057,Product_57,Electronics,300,EAST,null,2023,7,3,3,July,Tuesday
L0003827,INV001112,2023-12-25,Paid,9,854,0,7686,0,7686,99.15,0,7686,99.15,INR,0.0129,C0287,Customer_287,Retail,INDIA,2021-01-24,P024,Product_24,Accessories,0,SOUTH,null,2023,12,4,2,December,Monday
L0003882,INV001127,2024-01-19,Open,7,337,0.1,2359,235.9,2123.1,2123.1,560,1563.1,1563.1,USD,1,C0020,Customer_20,Corporate,INDIA,2023-05-17,P006,Product_6,Electronics,80,NORTH,null,2024,1,1,6,January,Friday
L0003890,INV001128,2024-06-02,Paid,3,314,0.05,942,47.1,894.9,980.27,1458,-563.1,-616.82,EUR,1.0954,C0013,Customer_13,Retail,USA,2022-05-14,P056,Product_56,Electronics,486,SOUTH,null,2024,6,2,1,June,Sunday
L0003912,INV001133,2024-04-23,Paid,9,576,0,5184,0,5184,5184,1755,3429,3429,USD,1,C0024,Customer_24,Corporate,INDIA,2024-01-06,P043,Product_43,Accessories,195,EAST,null,2024,4,2,3,April,Tuesday
L0003930,INV001137,2023-10-08,Paid,1,564,0.05,564,28.2,535.8,535.8,499,36.8,36.8,USD,1,C0059,Customer_59,Test,USA,2023-07-11,P050,Product_50,Electronics,499,NORTH,null,2023,10,4,1,October,Sunday
L0003952,INV001143,2024-02-06,Cancelled,5,928,0,4640,0,4640,53.36,2380,2260,25.99,INR,0.0115,C0092,Customer_92,Retail,INDIA,2024-02-02,P044,Product_44,Electronics,476,WEST,null,2024,2,1,3,February,Tuesday
L0003967,INV001147,2023-08-26,Cancelled,4,161,0,644,0,644,644,1304,-660,-660,USD,1,C0115,Customer_115,Retail,USA,2021-03-11,P001,Product_1,Unknown,326,EAST,null,2023,8,3,7,August,Saturday
L0003975,INV001149,2024-04-09,Open,3,349,0,1047,0,1047,1047,471,576,576,USD,1,C0250,Customer_250,Test,USA,2022-11-18,P054,Product_54,Electronics,157,NORTH,null,2024,4,2,3,April,Tuesday
L0004008,INV001157,2024-11-09,Paid,1,346,0.1,346,34.6,311.4,3.77,434,-122.6,-1.48,INR,0.0121,C0040,Customer_40,Test,UNKNOWN,2021-03-16,P036,Product_36,Accessories,434,WEST,null,2024,11,4,7,November,Saturday
L0004034,INV001164,2024-11-28,Open,10,568,0.1,5680,568,5112,5507.16,4860,252,271.48,EUR,1.0773,C0163,Customer_163,Corporate,INDIA,2020-08-16,P056,Product_56,Electronics,486,EAST,null,2024,11,4,5,November,Thursday
L0004048,INV001168,2023-02-01,Cancelled,8,919,0,7352,0,7352,8147.49,432,6920,7668.74,EUR,1.1082,C0121,Customer_121,Retail,UNKNOWN,2020-10-19,P037,Product_37,Electronics,54,WEST,null,2023,2,1,4,February,Wednesday
L0004060,INV001170,2024-07-12,Open,1,572,0,572,0,572,6.58,54,518,5.96,INR,0.0115,C0109,Customer_109,Retail,UNKNOWN,2021-07-02,P047,Product_47,Electronics,54,SOUTH,null,2024,7,3,6,July,Friday
L0004092,INV001180,2023-02-08,Paid,8,490,0.1,3920,392,3528,3773.9,432,3096,3311.79,EUR,1.0697,C0291,Customer_291,Corporate,INDIA,2022-05-14,P037,Product_37,Electronics,54,EAST,null,2023,2,1,4,February,Wednesday
L0004131,INV001189,2024-11-03,Cancelled,9,525,0,4725,0,4725,57.65,459,4266,52.05,INR,0.0122,C0150,Customer_150,Retail,INDIA,2022-08-16,P007,Product_7,Electronics,51,NORTH,null,2024,11,4,1,November,Sunday
L0004140,INV001193,2024-08-28,Cancelled,8,178,0.1,1424,142.4,1281.6,15.12,2472,-1190.4,-14.05,INR,0.0118,C0078,Customer_78,Test,UNKNOWN,2020-11-29,P040,Product_40,Accessories,309,WEST,null,2024,8,3,4,August,Wednesday
L0004146,INV001194,2023-06-29,Open,8,471,0.05,3768,188.4,3579.6,39.73,3704,-124.4,-1.38,INR,0.0111,C0134,Customer_134,Corporate,UNKNOWN,2020-10-10,P046,Product_46,Electronics,463,SOUTH,null,2023,6,2,5,June,Thursday
L0004165,INV001200,2024-04-20,Open,7,111,0.1,777,77.7,699.3,762.8,1099,-399.7,-435.99,EUR,1.0908,C0205,Customer_205,Corporate,INDIA,2020-09-14,P054,Product_54,Electronics,157,EAST,null,2024,4,2,7,April,Saturday
L0004184,INV001204,2023-04-10,Open,0,951,0.1,0,0,0,0,0,0,0,INR,0.0116,C0273,Customer_273,Retail,UNKNOWN,2022-08-14,P039,Product_39,Electronics,87,EAST,null,2023,4,2,2,April,Monday
L0004189,INV001206,2023-04-11,Open,3,348,0,1044,0,1044,13.36,978,66,0.84,INR,0.0128,C0131,Customer_131,Test,UNKNOWN,2022-03-28,P001,Product_1,Unknown,326,WEST,null,2023,4,2,3,April,Tuesday
L0004208,INV001210,2024-12-02,Cancelled,6,823,0,4938,0,4938,5277.24,324,4614,4930.98,EUR,1.0687,C0229,Customer_229,Test,INDIA,2020-09-04,P047,Product_47,Electronics,54,SOUTH,null,2024,12,4,2,December,Monday
L0004226,INV001215,2023-09-17,Open,3,271,0.1,813,81.3,731.7,835.6,0,731.7,835.6,EUR,1.142,C0151,Customer_151,Corporate,INDIA,2022-12-19,P017,Product_17,Electronics,0,NORTH,null,2023,9,3,1,September,Sunday
L0004228,INV001216,2023-10-11,Cancelled,2,419,0.05,838,41.9,796.1,10.11,860,-63.9,-0.81,INR,0.0127,C0219,Customer_219,Retail,UNKNOWN,2021-02-15,P052,Product_52,Accessories,430,EAST,null,2023,10,4,4,October,Wednesday
L0004240,INV001219,2023-07-02,Paid,6,633,0,3798,0,3798,3798,1110,2688,2688,USD,1,C0226,Customer_226,Corporate,INDIA,2022-06-16,P008,Product_8,Electronics,185,WEST,null,2023,7,3,1,July,Sunday
L0004251,INV001223,2023-03-14,Open,7,173,0,1211,0,1211,14.9,2912,-1701,-20.92,INR,0.0123,C0293,Customer_293,Test,UNKNOWN,2021-07-24,P032,Product_32,Electronics,416,EAST,null,2023,3,1,3,March,Tuesday
L0004330,INV001247,2023-08-07,Cancelled,1,923,0.05,923,46.15,876.85,10.52,97,779.85,9.36,INR,0.012,C0024,Customer_24,Corporate,INDIA,2024-01-06,P002,Product_2,Electronics,97,SOUTH,null,2023,8,3,2,August,Monday
L0004399,INV001265,2023-04-17,Paid,3,348,0.05,1044,52.2,991.8,11.01,225,766.8,8.51,INR,0.0111,C0027,Customer_27,Retail,UNKNOWN,2023-01-21,P018,Product_18,Unknown,75,SOUTH,null,2023,4,2,2,April,Monday
L0004430,INV001274,2023-05-11,Cancelled,8,212,0.05,1696,84.8,1611.2,19.01,3872,-2260.8,-26.68,INR,0.0118,C0017,Customer_17,Corporate,USA,2021-03-23,P003,Product_3,Unknown,484,NORTH,null,2023,5,2,5,May,Thursday
L0004446,INV001279,2024-04-18,Paid,5,522,0.1,2610,261,2349,2349,1665,684,684,USD,1,C0143,Customer_143,Corporate,UNKNOWN,2023-10-25,P048,Product_48,Electronics,333,WEST,null,2024,4,2,5,April,Thursday
L0004464,INV001283,2024-05-05,Paid,10,830,0,8300,0,8300,9291.02,2560,5740,6425.36,EUR,1.1194,C0051,Customer_51,Corporate,USA,2024-02-03,P025,Product_25,Electronics,256,WEST,null,2024,5,2,1,May,Sunday
L0004469,INV001284,2023-03-27,Paid,6,535,0.05,3210,160.5,3049.5,3049.5,0,3049.5,3049.5,USD,1,C0286,Customer_286,Test,UNKNOWN,2021-01-27,P029,Product_29,Accessories,0,WEST,null,2023,3,1,2,March,Monday
L0004487,INV001289,2024-01-15,Paid,2,601,0,1202,0,1202,14.18,614,588,6.94,INR,0.0118,C0238,Customer_238,Corporate,INDIA,2023-04-20,P019,Product_19,Accessories,307,NORTH,null,2024,1,1,2,January,Monday
L0004493,INV001290,2024-01-30,Cancelled,2,682,0.05,1364,68.2,1295.8,16.72,402,893.8,11.53,INR,0.0129,C0171,Customer_171,Corporate,INDIA,2021-06-23,P014,Product_14,Accessories,201,NORTH,null,2024,1,1,3,January,Tuesday
L0004506,INV001295,2024-10-25,Paid,5,316,0.1,1580,158,1422,17.35,1635,-213,-2.6,INR,0.0122,C0287,Customer_287,Retail,INDIA,2021-01-24,P016,Product_16,Electronics,327,NORTH,null,2024,10,4,6,October,Friday
L0004531,INV001302,2024-09-27,Paid,2,857,0.05,1714,85.7,1628.3,20.68,614,1014.3,12.88,INR,0.0127,C0189,Customer_189,Corporate,INDIA,2021-10-25,P019,Product_19,Accessories,307,NORTH,null,2024,9,3,6,September,Friday
L0004540,INV001306,2024-06-17,Paid,10,722,0,7220,0,7220,7927.56,3070,4150,4556.7,EUR,1.098,C0012,Customer_12,Test,INDIA,2023-04-24,P019,Product_19,Accessories,307,WEST,null,2024,6,2,2,June,Monday
L0004569,INV001315,2023-06-29,Paid,6,816,0,4896,0,4896,4896,2580,2316,2316,USD,1,C0079,Customer_79,Test,USA,2022-01-28,P052,Product_52,Accessories,430,SOUTH,null,2023,6,2,5,June,Thursday
L0004604,INV001325,2024-02-16,Paid,5,124,0.05,620,31,589,639.42,1965,-1376,-1493.79,EUR,1.0856,C0113,Customer_113,Retail,USA,2024-01-10,P034,Product_34,Electronics,393,EAST,null,2024,2,1,6,February,Friday
L0004629,INV001329,2024-05-17,Cancelled,5,715,0.05,3575,178.75,3396.25,42.79,0,3396.25,42.79,INR,0.0126,C0163,Customer_163,Corporate,INDIA,2020-08-16,P029,Product_29,Accessories,0,NORTH,null,2024,5,2,6,May,Friday
